10 bcdefghi,aihjdc,abd,acbjhgfe,adf,aedg,afdh,agdjbi,ahb,bhd
10 bcd,adef,afgh,ahb,bgij,bjigc,cfieh,cgd,egfj,eif
10 bcd,adefg,agh,aheb,bdhgif,beij,bjiec,ced,egjf,fig
10 bcd,adefg,agh,aheb,bdhif,beij,bjic,ced,egjf,fig
10 bcd,adefg,ageh,aheb,bdhcgf,beij,bjiec,ced,fgj,fig
10 bcd,adefg,ageh,aheb,bdhcf,beij,bjic,ced,fgj,fig
10 bcd,adefg,ageh,aheb,bdhcif,beij,bjic,ced,egjf,fig
10 bcd,adef,afgh,ahgb,bgij,bjigc,cfiedh,cgd,egfj,eif
10 bcd,adef,afgh,ahgb,bgij,bjic,ciedh,cgd,egfj,eif
10 bcd,adefg,ageh,aheb,bdhcif,beijg,bfjic,ced,egjf,fig
10 bcd,adef,afgh,ahgb,bgijf,bejic,ciedh,cgd,egfj,eif
10 bcd,adef,afgh,ahgb,bijf,bejic,cidh,cgd,egfj,eif
10 bcd,adef,afgh,ahgb,bgijf,bejigc,cfiedh,cgd,egfj,eif
10 bcd,adef,afgh,ahgb,bijf,bejigc,cfidh,cgd,egfj,eif
10 bcd,adefg,ageh,aheb,bdhcgf,beijg,bfjiec,ced,fgj,fig
10 bcd,adef,ageh,aheb,bdhcgf,beijg,cfjie,ced,fgj,fig
10 bcde,aefgc,abghifd,acfj,ajb,bjdcig,bfihc,cgi,chgf,dfe
10 bcde,aefgc,abghifd,acfj,ajb,bjdci,bihc,cgi,chgf,dfe
10 bcd,adefg,ageh,ahb,bhcgi,bijg,bfjiec,ced,egjf,fig
10 bcd,adefg,aeh,ahb,bhcgi,bijg,bfjie,ced,egjf,fig
10 bcd,adef,ageh,ahb,bhcgi,bijg,cfjie,ced,egjf,fig
10 bcde,aefg,aghifd,acfj,ajb,bjdci,bihc,cgi,chgf,dfe
10 bcde,aefg,agd,acfh,ahijb,bjdg,bfc,djie,ehj,eihf
10 bcde,aefg,agd,acfhe,adijfb,bejdg,bfc,dji,ehj,eihf
10 bcde,aefg,ahifd,acfj,ajb,bjdci,bih,cgi,chgf,dfe
10 bcde,aefg,agd,acfh,ahijfb,bejhdg,bfc,dfjie,ehj,eihf
10 bcde,aefg,agd,ach,ahijfb,bejhg,bfc,dfjie,ehj,eihf
10 bcde,aefg,agd,ach,ahijfb,bejg,bfc,djie,ehj,eihf
10 bcde,aefg,agd,acfhe,adijfb,bejhdg,bfc,dfji,ehj,eihf
10 bcde,aefg,agd,acfh,aijfb,bejhdg,bfc,dfji,ehj,eihf
10 bcde,aefg,agd,ach,aijfb,bejhg,bfc,dfji,ehj,eihf
10 bcde,aefg,agd,ache,adijfb,bejhg,bfc,dfji,ehj,eihf
10 bcde,aefg,agd,acfhe,adhijb,bjhdg,bfc,dfjie,ehj,eihf
10 bcde,aefg,aghid,acfj,ajb,bjdig,bfihc,cgi,chgf,dfe
10 bcde,aefgc,abhid,acfj,ajb,bjdig,bfih,cgi,chgf,dfe
10 bcde,aefg,ahid,acfj,ajb,bjdig,bfih,cgi,chgf,dfe
10 bcde,aefc,abghd,acij,ajb,bihg,cfh,cgfi,dhfj,die
10 bcde,aefc,abfghid,acij,ajb,bihgc,cfh,cgfi,chfjd,die
10 bcde,aefc,abfghid,acij,ajb,bhgc,cfh,cgfi,chjd,die
10 bcde,aefgc,abghifd,acfj,ajb,bjdcg,bfihc,cgi,chg,dfe
10 bcd,adefg,ageh,ahb,bhcgf,beijg,bfjiec,ced,fgj,fig
10 bcd,adefg,aeh,ahb,bhcgf,beijg,bfjie,ced,fgj,fig
10 bcd,adef,ageh,ahb,bhcgf,beijg,cfjie,ced,fgj,fig
10 bcd,adefg,ageh,ahb,bhcgf,beij,bjiec,ced,fgj,fig
10 bcd,adef,afgh,ahb,bgij,bjigc,cfeh,cgd,efj,eif
10 bcd,adefg,ageh,ahb,bhcf,beij,bjic,ced,fgj,fig
10 bcd,adefg,ageh,ahb,bhcf,beijg,bfjic,ced,fgj,fig
10 bcde,aefgc,abghif,afj,ajb,bjdcg,bfihc,cgi,chg,dfe
10 bcde,aefg,aghifd,acfj,ajb,bjdcg,bfihc,cgi,chg,dfe
10 bcde,aefg,aghid,acfj,ajb,bjdg,bfihc,cgi,chg,dfe
10 bcde,aefgc,abhifd,acfj,ajb,bjdcg,bfih,cgi,chg,dfe
10 bcde,aefg,ahifd,acfj,ajb,bjdcg,bfih,cgi,chg,dfe
10 bcd,aefg,agd,acfh,bijf,behdg,bfc,dfji,ehj,eih
10 bcde,aefg,agd,acfh,aijb,bhdg,bfc,dfji,ehj,eih
10 bcde,aefg,agd,ache,adijfb,behg,bfc,dfji,ehj,eih
10 bcde,aefg,agd,ach,aijfb,behg,bfc,dfji,ehj,eih
10 bcde,aefg,agd,ach,aijb,bhg,bfc,dfji,ehj,eih
10 bcde,aefg,agd,acfhe,adhijb,bhdg,bfc,dfjie,ehj,eih
10 bcde,afg,agd,acfhe,adhij,bhdg,bfc,dfjie,ehj,eih
10 bcde,aefg,agfd,acfh,ahijfb,bejhdcg,bfc,dfjie,ehj,eihf
10 bcde,aef,afgd,acgh,ahijgb,bgc,cfejhd,dgjie,ehj,eihg
10 bcde,aef,afgd,acgh,ahijb,bgc,cfjhd,dgjie,ehj,eihg
10 bcde,aefg,agfd,acfh,ahijb,bjhdcg,bfc,dfjie,ehj,eihf
10 bcde,aefg,agfd,ach,ahijfb,bejhcg,bfc,dfjie,ehj,eihf
10 bcde,aefg,agfd,ach,ahijfb,bejcg,bfc,djie,ehj,eihf
10 bcde,aefg,agfd,acfh,ahijfb,behdcg,bfc,dfjie,ehj,eih
10 bcde,aefg,agfd,acfhe,adijfb,bejhdcg,bfc,dfji,ehj,eihf
10 bcde,aefg,ahifd,acfj,ajfb,bejdcig,bfih,cgi,chgf,dfe
10 bcde,aefg,agfd,acfhe,adijb,bjhdcg,bfc,dfji,ehj,eihf
10 bcde,aefg,agfd,acfh,aijb,bjhdcg,bfc,dfji,ehj,eihf
10 bcde,aefg,agfd,acfhe,adhijb,bjhdcg,bfc,dfjie,ehj,eihf
10 bcde,aefg,agfd,ache,adhijfb,bejhcg,bfc,dfjie,ehj,eihf
10 bcde,aefg,agfd,ache,adijfb,bejhcg,bfc,dfji,ehj,eihf
10 bcde,aefg,agfd,ach,aijfb,bejhcg,bfc,dfji,ehj,eihf
10 bcde,aefg,agfd,ache,adijb,bjhcg,bfc,dfji,ehj,eihf
10 bcde,aefg,agfd,ach,aijb,bjhcg,bfc,dfji,ehj,eihf
10 bcde,aefg,agfd,ache,adhijb,bjhcg,bfc,dfjie,ehj,eihf
10 bcde,aefg,agfd,ache,adhijb,bjcg,bfc,djie,ehj,eihf
10 bcde,aefg,agfd,ache,adhijfb,bejcg,bfc,djie,ehj,eihf
10 bcde,aefg,agfd,ache,adhijfb,behcg,bfc,dfjie,ehj,eih
10 bcd,adef,afgh,ahgb,bgijf,bejigc,cfedh,cgd,efj,eif
10 bcd,adef,afgh,ahgb,bgijf,bejic,cedh,cgd,efj,eif
10 bcde,aefc,abfghi,aij,ajib,bihgc,cfh,cgf,cfejd,die
10 bcde,aef,afghid,acij,ajib,bihgc,cfh,cgf,cfejd,die
10 bcde,aefc,abfghd,acij,ajib,bihgc,cfh,cgf,dfej,die
10 bcde,aefc,abghifd,acfj,ajfb,bejdcig,cfih,cgi,chgf,dfe
10 bcd,adef,afeg,ageb,bdgcfhi,bijhec,ced,efji,ehjf,fih
10 bcd,adef,afeg,ageb,bdgcfh,bhijec,ced,ejif,fhj,fih
10 bcd,adef,afeg,ageb,bdgch,bhijc,ced,ejif,fhj,fih
10 bcd,adef,afeg,agb,bgcfhi,bijhec,ced,efji,ehjf,fih
10 bcd,adef,afeg,agb,bgcfh,bijhec,ced,efji,fhj,fih
10 bcd,adef,aeg,agb,bgcfh,bijhe,ced,efji,fhj,fih
10 bcd,adef,aeg,agb,bgch,bijh,ced,efji,fhj,fih
10 bcd,adef,afeg,ageb,bdgchi,bijhc,ced,efji,ehjf,fih
10 bcd,ade,aefg,agfb,bhijfc,cejhdg,cfd,efji,ehj,eihf
10 bcd,adef,afeg,ageb,bdgcfh,bijhec,ced,efji,fhj,fih
10 bcde,aefc,abghifd,acfj,ajb,bjdcig,cfih,cgi,chgf,dfe
10 bcde,aefc,abghifd,acfj,ajb,bjdcg,cfih,cgi,chg,dfe
10 bcd,adef,afeg,agb,bgcfh,bhijec,ced,ejif,fhj,fih
10 bcd,adef,afeg,agb,bgch,bhijc,ced,ejif,fhj,fih
10 bcd,adef,aeg,agb,bgcfh,bhije,ced,ejif,fhj,fih
10 bcde,aefc,abghif,afj,ajb,bjdcg,cfih,cgi,chg,dfe
10 bcde,aef,aghif,afj,ajb,bjdcg,cfih,cgi,chg,dfe
10 bcde,aef,aghifd,acfj,ajb,bjdcg,cfih,cgi,chg,dfe
10 bcd,aefg,agd,acf,bhijf,behdg,bfc,efji,ehj,eih
10 bcde,aefg,agd,acf,ahijb,bhdg,bfc,efji,ehj,eih
10 bcde,aefg,agd,acfe,adhifb,bejdg,bfc,eji,ehj,fih
10 bcde,aefg,agd,acf,ahifb,bejdg,bfc,eji,ehj,fih
10 bcde,aefg,agd,acfe,adhijb,bhdg,bfc,efji,ehj,eih
10 bcde,afg,agd,acfe,adhij,bhdg,bfc,efji,ehj,eih
10 bcd,adef,aeg,agb,bgch,bhij,ced,ejif,fhj,fih
10 bcde,aef,aghifd,acfj,ajb,bjdcig,cfih,cgi,chgf,dfe
10 bcde,aefc,abghifd,acfj,ajb,bjdci,cih,cgi,chgf,dfe
10 bcde,aef,aghifd,acfj,ajb,bjdci,cih,cgi,chgf,dfe
10 bcd,aefg,agd,acf,bhijf,bejdg,bfc,eji,ehj,eihf
10 bcde,aefg,agfd,acfe,adhijb,bjhdcg,bfc,efji,ehj,eihf
10 bcde,aefg,agfd,acfe,adhijfb,bejdcg,bfc,eji,ehj,eihf
10 bcde,aefg,agfd,acf,ahijfb,bejdcg,bfc,eji,ehj,eihf
10 bcde,aefg,agfd,acfe,adhijfb,behdcg,bfc,efji,ehj,eih
10 bcde,aefg,agfd,acf,ahijfb,behdcg,bfc,efji,ehj,eih
10 bcde,aefg,agfd,acfe,adhijb,bhdcg,bfc,efji,ehj,eih
10 bcde,aefg,agfd,acfhe,adhijfb,behdcg,bfc,dfjie,ehj,eih
10 bcde,aefg,agfd,acfhe,adhijb,bhdcg,bfc,dfjie,ehj,eih
10 bcde,aefg,agfd,acfhe,adhijfb,bejdcg,bfc,djie,ehj,eihf
10 bcde,aefg,aghifd,acfj,ajfb,bejdci,bihc,cgi,chgf,dfe
10 bcde,aefg,agfd,acfh,ahijb,bjdcg,bfc,djie,ehj,eihf
10 bcde,aefg,agfd,acfhe,adijfb,bejdcg,bfc,dji,ehj,eihf
10 bcde,aefg,agfd,acfh,aijfb,bejdcg,bfc,dji,ehj,eihf
10 bcde,aefg,agfd,ache,adijfb,bejcg,bfc,dji,ehj,eihf
10 bcde,aefg,agfd,ach,aijfb,bejcg,bfc,dji,ehj,eihf
10 bcde,aefg,agfd,acfhe,adhifb,bejdcg,bfc,djie,ehj,fih
10 bcde,aefg,agfd,acfhe,adhib,bjdcg,bfc,djie,ehj,fih
10 bcde,aefg,agfd,ache,adhifb,bejcg,bfc,djie,ehj,fih
10 bcde,aefg,agfd,ache,adhib,bjcg,bfc,djie,ehj,fih
10 bcde,afg,agfd,ache,adhi,bjcg,bfc,djie,ehj,fih
10 bcde,aefg,agfd,acfhe,adhijb,bjdcg,bfc,djie,ehj,eihf
10 bcde,aefgc,abghifd,acfj,ajfb,bejdc,bihc,cgi,chg,dfe
10 bcde,aefgc,abghid,acfj,ajfb,bejd,bihc,cgi,chg,dfe
10 bcde,aefgc,abghi,afj,ajfb,bejd,bihc,cgi,chg,dfe
10 bcde,aefgc,abghifd,acfje,adjb,bjdcig,bfihc,cgi,chgf,dfe
10 bcde,aefg,aghifd,acfje,adjb,bjdcig,bfihc,cgi,chgf,dfe
10 bcde,aefgc,abgd,acfh,ahijb,bjhdg,bfc,dfjie,ehj,eihf
10 bcde,aefgc,abgd,ach,ahijfb,bejhg,bfc,dfjie,ehj,eihf
10 bcde,aefgc,abgd,ach,ahijfb,bejg,bfc,djie,ehj,eihf
10 bcde,aefgc,abgd,acfhe,adijfb,bejhdg,bfc,dfji,ehj,eihf
10 bcde,aefgc,abgd,acfh,aijfb,bejhdg,bfc,dfji,ehj,eihf
10 bcde,aefgc,abgd,acfhe,adijb,bjhdg,bfc,dfji,ehj,eihf
10 bcde,aefgc,abgd,ache,adijfb,bejhg,bfc,dfji,ehj,eihf
10 bcde,aefgc,abgd,ach,aijfb,bejhg,bfc,dfji,ehj,eihf
10 bcde,aefgc,abgd,acfhe,adhijb,bjhdg,bfc,dfjie,ehj,eihf
10 bcde,aefc,abfghid,acije,adjb,bihgc,cfh,cgfi,chfjd,die
10 bcde,aefgc,abghifd,acfje,adjb,bjdcg,bfihc,cgi,chg,dfe
10 bcd,adefg,agehd,achb,bhcgf,beijg,bfjiec,ced,fgj,fig
10 bcd,adefg,aehd,achb,bhcgf,beijg,bfjie,ced,fgj,fig
10 bcd,adefg,agehd,achb,bhcf,beijg,bfjic,ced,fgj,fig
10 bcde,aefgc,abghif,afje,adjb,bjdcg,bfihc,cgi,chg,dfe
10 bcde,aefg,aghifd,acfje,adjb,bjdcg,bfihc,cgi,chg,dfe
10 bcde,aefgc,abgd,acfh,ahijb,bhdg,bfc,dfjie,ehj,eih
10 bcde,aefgc,abgd,acfhe,adhijb,bhdg,bfc,dfjie,ehj,eih
10 bcde,aefgc,abgfd,acfh,ahijfb,bejhdcg,bfc,dfjie,ehj,eihf
10 bcde,aefc,abfgd,acgh,ahijgb,bgc,cfejhd,dgjie,ehj,eihg
10 bcde,aefc,abfgd,acgh,ahijb,bgc,cfjhd,dgjie,ehj,eihg
10 bcde,aefgc,abgfd,acfh,ahijb,bjhdcg,bfc,dfjie,ehj,eihf
10 bcde,aefgc,abgfd,acfh,ahijfb,behdcg,bfc,dfjie,ehj,eih
10 bcde,aefgc,abgfd,acfh,ahijb,bhdcg,bfc,dfjie,ehj,eih
10 bcde,aefgc,abgfd,acfhe,adijfb,bejhdcg,bfc,dfji,ehj,eihf
10 bcde,aefgc,abhifd,acje,adjfb,bejcig,bfih,cgi,chgf,dfe
10 bcde,aefg,ahifd,acje,adjfb,bejcig,bfih,cgi,chgf,dfe
10 bcd,aefc,abfgd,acgh,bijg,bgc,cfejhd,dgji,ehj,eihg
10 bcde,aefc,abfgd,acgh,aijb,bgc,cfjhd,dgji,ehj,eihg
10 bcde,aefc,abfgd,acghe,adijb,bgc,cfjhd,dgji,ehj,eihg
10 bcde,aefgc,abgfd,acfh,aijfb,bejhdcg,bfc,dfji,ehj,eihf
10 bcde,aefgc,abgfd,acfhe,adijb,bjhdcg,bfc,dfji,ehj,eihf
10 bcde,aefgc,abgfd,acfh,aijb,bjhdcg,bfc,dfji,ehj,eihf
10 bcde,aefgc,abgfd,ache,adijfb,bejhcg,bfc,dfji,ehj,eihf
10 bcde,aefgc,abgfd,ach,aijfb,bejhcg,bfc,dfji,ehj,eihf
10 bcde,aefgc,abgfd,ache,adijb,bjhcg,bfc,dfji,ehj,eihf
10 bcde,aefgc,abgfd,ach,aijb,bjhcg,bfc,dfji,ehj,eihf
10 bcde,aefgc,abgfd,acfhe,adhijb,bjhdcg,bfc,dfjie,ehj,eihf
10 bcde,aefgc,abgfd,ache,adhijfb,bejhcg,bfc,dfjie,ehj,eihf
10 bcde,aef,afghid,acije,adjib,bihgc,cfh,cgfi,chfejd,die
10 bcde,aefgc,abgfd,ache,adhifb,bejhcg,bfc,dfjie,ehj,fih
10 bcde,aefgc,abgfd,ache,adhib,bjhcg,bfc,dfjie,ehj,fih
10 bcde,aefgc,abgfd,ache,adhijb,bjhcg,bfc,dfjie,ehj,eihf
10 bcde,aefc,abfghid,acije,adjib,bihgc,cfh,cgf,cfejd,die
10 bcd,adef,afghd,achgb,bgijf,bejigc,cfedh,cgd,efj,eif
10 bcd,adef,afghd,achgb,bgijf,bejic,cedh,cgd,efj,eif
10 bcde,aefc,abfghi,aije,adjib,bihgc,cfh,cgf,cfejd,die
10 bcde,aef,afghid,acije,adjib,bihgc,cfh,cgf,cfejd,die
10 bcde,aefgc,abgfd,ach,ahijb,bhcg,bfc,dfjie,ehj,eih
10 bcde,aefgc,abgfd,ache,adhijb,bhcg,bfc,dfjie,ehj,eih
10 bcde,aefgc,abgfd,acfe,adhijfb,bejhdcg,bfc,efji,ehj,eihf
10 bcd,adef,afegd,acgeb,bdgcfhi,bijhec,ced,efji,ehjf,fih
10 bcd,adef,afegd,acgeb,bdgcfh,bijhec,ced,efji,fhj,fih
10 bcd,adef,afgd,acgeb,bdgfhi,bijhec,ced,efji,ehjf,fih
10 bcd,adef,afgd,acgeb,bdgfh,bijhec,ced,efji,fhj,fih
10 bcd,adef,afgd,acgeb,bdghi,bijhc,ced,efji,ehjf,fih
10 bcd,adef,afegd,acgeb,bdgchi,bijhc,ced,efji,ehjf,fih
10 bcd,ade,aefgd,acgfb,bhijfc,cejhdg,cfd,efji,ehj,eihf
10 bcd,adef,afegd,acgeb,bdgcfh,bhijec,ced,ejif,fhj,fih
10 bcd,adef,afegd,acgeb,bdgch,bhijc,ced,ejif,fhj,fih
10 bcde,aefc,abghifd,acfje,adjb,bjdcig,cfih,cgi,chgf,dfe
10 bcd,adef,afegd,acgb,bgcfhi,bijhec,ced,efji,ehjf,fih
10 bcd,adef,afegd,acgb,bgcfh,bijhec,ced,efji,fhj,fih
10 bcd,adef,aegd,acgb,bgcfh,bijhe,ced,efji,fhj,fih
10 bcd,adef,afegd,acgb,bgchi,bijhc,ced,efji,ehjf,fih
10 bcde,aefc,abghifd,acfje,adjb,bjdci,cih,cgi,chgf,dfe
10 bcde,aef,aghifd,acfje,adjb,bjdci,cih,cgi,chgf,dfe
10 bcd,aefgc,abgd,acf,bhijf,bejdg,bfc,eji,ehj,eihf
10 bcde,aefgc,abgd,acf,ahijfb,bejhdg,bfc,efji,ehj,eihf
10 bcde,aefgc,abgd,acfe,adhijb,bjhdg,bfc,efji,ehj,eihf
10 bcde,aefc,abghifd,acfje,adjb,bjdcg,cfih,cgi,chg,dfe
10 bcd,adef,afegd,acgb,bgcfh,bhijec,ced,ejif,fhj,fih
10 bcd,adef,afegd,acgb,bgch,bhijc,ced,ejif,fhj,fih
10 bcd,adef,aegd,acgb,bgcfh,bhije,ced,ejif,fhj,fih
10 bcde,aefc,abghif,afje,adjb,bjdcg,cfih,cgi,chg,dfe
10 bcde,aef,aghif,afje,adjb,bjdcg,cfih,cgi,chg,dfe
10 bcde,aef,aghifd,acfje,adjb,bjdcg,cfih,cgi,chg,dfe
10 bcde,aefgc,abgd,acf,ahijb,bhdg,bfc,efji,ehj,eih
10 bcde,aefgc,abgd,acfe,adhifb,bejdg,bfc,eji,ehj,fih
10 bcde,aefgc,abgd,acf,ahifb,bejdg,bfc,eji,ehj,fih
10 bcde,aefgc,abgd,acfe,adhib,bjdg,bfc,eji,ehj,fih
10 bcde,afgc,abgd,acfe,adhi,bjdg,bfc,eji,ehj,fih
10 bcde,aefgc,abgd,acf,ahib,bjdg,bfc,eji,ehj,fih
10 bcde,aefgc,abgd,acfe,adhijb,bhdg,bfc,efji,ehj,eih
10 bcde,afgc,abgd,acfe,adhij,bhdg,bfc,efji,ehj,eih
10 bcde,aefc,abghid,acfje,adjfb,bejdig,cfih,cgi,chgf,dfe
10 bcde,aefc,abghifd,acfje,adjfb,bejdcg,cfih,cgi,chg,dfe
10 bcde,aef,aghifd,acfje,adjfb,bejdcg,cfih,cgi,chg,dfe
10 bcde,aef,aghid,acfje,adjfb,bejdg,cfih,cgi,chg,dfe
10 bcde,aefc,abghid,acfje,adjfb,bejdg,cfih,cgi,chg,dfe
10 bcde,aefc,abghi,afje,adjfb,bejdg,cfih,cgi,chg,dfe
10 bcde,aefc,abghifd,acfje,adjfb,bejdci,cih,cgi,chgf,dfe
10 bcde,aef,aghifd,acfje,adjfb,bejdci,cih,cgi,chgf,dfe
10 bcde,aefgc,abghifd,acfje,adjfb,bejdcg,bfihc,cgi,chg,dfe
10 bcde,aefgc,abghid,acfje,adjfb,bejdg,bfihc,cgi,chg,dfe
10 bcde,aefgc,abghifd,acfje,adjfb,bejdci,bihc,cgi,chgf,dfe
10 bcde,aefgc,abghifd,acfje,adjb,bjdci,bihc,cgi,chgf,dfe
10 bcd,adefg,agehd,achb,bhcgi,bijg,bfjiec,ced,egjf,fig
10 bcd,adefg,aehd,achb,bhcgi,bijg,bfjie,ced,egjf,fig
10 bcde,aefgc,abghif,afje,adjb,bjdci,bihc,cgi,chgf,dfe
10 bcde,aefg,aghifd,acfje,adjb,bjdci,bihc,cgi,chgf,dfe
10 bcde,aefgc,abgd,acfh,ahijb,bjdg,bfc,djie,ehj,eihf
10 bcde,aefgc,abgd,acfhe,adijfb,bejdg,bfc,dji,ehj,eihf
10 bcde,aefg,ahifd,acfje,adjb,bjdci,bih,cgi,chgf,dfe
10 bcde,aefgc,abghfd,acfie,adib,bidcj,bjhc,cgj,dfe,fhg
10 bcde,aefgc,abghd,acfie,adib,bidj,bjhc,cgj,dfe,fhg
10 bcde,aefgc,abgh,afie,adib,bidj,bjhc,cgj,dfe,fhg
10 bcde,aefgc,abghid,acfje,adjb,bjdi,bihc,cgi,chgf,dfe
10 bcde,aefgc,abghi,afje,adjb,bjdi,bihc,cgi,chgf,dfe
10 bcde,aefg,aghifd,acfje,adjfb,bejdci,bihc,cgi,chgf,dfe
10 bcde,aefgc,abgfd,acfh,ahijb,bjdcg,bfc,djie,ehj,eihf
10 bcde,aefgc,abgfd,acfhe,adijfb,bejdcg,bfc,dji,ehj,eihf
10 bcde,aefgc,abgfd,acfh,aijfb,bejdcg,bfc,dji,ehj,eihf
10 bcde,aefgc,abgfd,acfhe,adijb,bjdcg,bfc,dji,ehj,eihf
10 bcde,aefgc,abgfd,acfh,aijb,bjdcg,bfc,dji,ehj,eihf
10 bcde,aefgc,abgfd,acfhe,adhifb,bejdcg,bfc,djie,ehj,fih
10 bcde,aefgc,abgfd,acfhe,adhib,bjdcg,bfc,djie,ehj,fih
10 bcde,aefgc,abgfd,ache,adhifb,bejcg,bfc,djie,ehj,fih
10 bcde,aefgc,abgfd,ache,adhib,bjcg,bfc,djie,ehj,fih
10 bcde,afgc,abgfd,ache,adhi,bjcg,bfc,djie,ehj,fih
10 bcde,aefgc,abgfd,acfhe,adhijb,bjdcg,bfc,djie,ehj,eihf
10 bcde,aefgc,abghifd,acfje,adjfb,bejdc,bihc,cgi,chg,dfe
10 bcde,aefgc,abghid,acfje,adjfb,bejd,bihc,cgi,chg,dfe
10 bcde,aefgc,abghi,afje,adjfb,bejd,bihc,cgi,chg,dfe
10 bcde,aefgc,abghifjd,acjfe,adfb,bedjcig,bfihc,cgi,chgf,cfd
10 bcd,adefg,aghed,aceb,bdchgif,beijg,bfjiehc,cge,egjf,fig
10 bcd,adef,aghed,aceb,bdchgif,beijg,cfjieh,cge,egjf,fig
10 bcd,adefg,aghed,aceb,bdchgif,beij,bjiehc,cge,egjf,fig
10 bcd,adefg,aghed,aceb,bdchif,beij,bjihc,cge,egjf,fig
10 bcd,adefg,aghed,aceb,bdchf,beij,bjihc,cge,fgj,fig
10 bcde,aefgc,abghifjd,acjfe,adb,bdjcig,bfihc,cgi,chgf,cfd
10 bcd,adefg,aghed,acb,bchgif,beijg,bfjiehc,cge,egjf,fig
10 bcd,adef,aghed,acb,bchgif,beijg,cfjieh,cge,egjf,fig
10 bcd,adefg,aghed,acb,bchgif,beij,bjiehc,cge,egjf,fig
10 bcd,adefg,aghed,acb,bchgif,beijg,bfjehc,cge,ejf,fig
10 bcd,adefg,aghed,acb,bchif,beijg,bfjhc,cge,ejf,fig
10 bcde,aefgc,abghifj,ajfe,adb,bdjcig,bfihc,cgi,chgf,cfd
10 bcd,adefg,ahed,acb,bchgif,beijg,bfjieh,cge,egjf,fig
10 bcd,adef,aged,acb,bcghif,beijh,che,egfji,ehjf,fih
10 bcde,aefg,aghifj,ajfe,adb,bdjcig,bfihc,cgi,chgf,cfd
10 bcde,aefgc,abhifj,ajfe,adb,bdjcig,bfih,cgi,chgf,cfd
10 bcde,aefg,ahifj,ajfe,adb,bdjcig,bfih,cgi,chgf,cfd
10 bcde,aefc,abghij,ajie,adb,bihg,cfh,cgfi,chfdj,cid
10 bcde,aef,aghij,ajie,adb,bihg,cfh,cgfi,chfdj,cid
10 bcde,aefgc,abghij,ajfe,adb,bdjig,bfihc,cgi,chgf,cfd
10 bcde,aefg,aghij,ajfe,adb,bdjig,bfihc,cgi,chgf,cfd
10 bcde,aefgc,abhij,ajfe,adb,bdjig,bfih,cgi,chgf,cfd
10 bcde,aefg,ahij,ajfe,adb,bdjig,bfih,cgi,chgf,cfd
10 bcde,aefc,abghi,aije,adb,bjhg,cfh,cgfj,cjd,dihf
10 bcde,aefc,abfghij,ajie,adb,bihgc,cfh,cgfi,chfdj,cid
10 bcd,adef,aghd,acb,bhijf,bejihg,cfh,cgfie,ehfj,eif
10 bcde,aefg,aghifjd,acjfe,adb,bdjcig,bfihc,cgi,chgf,cfd
10 bcde,aefgc,abd,acghe,adijgfb,beg,bfejhd,dgji,ehj,eihg
10 bcde,aefg,ahifjd,acjfe,adb,bdjcig,bfih,cgi,chgf,cfd
10 bcde,aefgc,abd,acghe,adhigfb,beg,bfejhd,dgjie,ehj,gih
10 bcde,aefgc,abd,acghe,adhifb,beg,bfjhd,dgjie,ehj,gih
10 bcde,aefgc,abd,acghe,adhijfb,beg,bfjhd,dgjie,ehj,eihg
10 bcd,adefg,aghed,acb,bchif,beijg,bfjihc,cge,egjf,fig
10 bcde,aefg,aghijd,acjfe,adb,bdjig,bfihc,cgi,chgf,cfd
10 bcde,aefgc,abd,acghe,adijfb,beg,bfjhd,dgji,ehj,eihg
10 bcde,aefg,ahijd,acjfe,adb,bdjig,bfih,cgi,chgf,cfd
10 bcde,aefgc,abghifjd,acjfe,adb,bdjcg,bfihc,cgi,chg,cfd
10 bcd,adefg,aghed,acb,bchgf,beijg,bfjiehc,cge,fgj,fig
10 bcd,adef,aghed,acb,bchgf,beijg,cfjieh,cge,fgj,fig
10 bcd,adefg,aghed,acb,bchgf,beij,bjiehc,cge,fgj,fig
10 bcd,adefg,aghed,acb,bchf,beij,bjihc,cge,fgj,fig
10 bcd,adefg,aghed,acb,bchf,beijg,bfjihc,cge,fgj,fig
10 bcde,aefgc,abghifj,ajfe,adb,bdjcg,bfihc,cgi,chg,cfd
10 bcd,adefg,ahed,acb,bchgf,beijg,bfjieh,cge,fgj,fig
10 bcd,adef,aged,acb,bcghf,beijh,che,egfji,fhj,fih
10 bcde,aefg,aghifj,ajfe,adb,bdjcg,bfihc,cgi,chg,cfd
10 bcde,aefgc,abhifj,ajfe,adb,bdjcg,bfih,cgi,chg,cfd
10 bcde,aefg,ahifj,ajfe,adb,bdjcg,bfih,cgi,chg,cfd
10 bcde,aefgc,abhij,ajfe,adb,bdjg,bfih,cgi,chg,cfd
10 bcde,aefg,ahij,ajfe,adb,bdjg,bfih,cgi,chg,cfd
10 bcde,aefc,abghij,ajie,adb,bihg,cfh,cgf,cfdj,cid
10 bcd,adef,aghd,acb,bhij,bjihg,cfh,cgfe,efj,eif
10 bcde,aef,aghij,ajie,adb,bihg,cfh,cgf,cfdj,cid
10 bcde,aefgc,abghij,ajfe,adb,bdjg,bfihc,cgi,chg,cfd
10 bcd,adefg,ahed,acb,bchf,beijg,bfjih,cge,fgj,fig
